312:60,S,59,46@1:36,311
311:60,S,59,46@1;46,S,'67',44@1:127,310
291:'49',T,'68','49'@0.69;'49',D,'49','49'@1:49_cluster_WAC1438rc4d|d6be1d|4247-4295|6465|49_cluster_WAC1438rc4d-2521-Item48-PCP-Item49-Cond_Fill_0,290
290:'49',D,'49','49'@1;'49',D,'49','49'@1:286,289
289:'49',D,'49','49'@1;'49',D,'49','49'@1:49_cluster_WAC1438rc4d|f4aa9d|1061-1109|6548|49_cluster_WAC1438rc4d-2522-Item54-PCP-Item55-Cond_Fill_0,49_cluster_WAC1438rc4d|da5867|3171-3219|6490|49_cluster_WAC1438rc4d-2520-Item12-PCP-Item13-Cond_Fill_0
286:'49',D,'49','49'@1;'49',D,'49','49'@1:49_cluster_WAC1438rc4d|da5867|10679-10726|6532|49_cluster_WAC1438rc4d-2520-Item33-PCP-Item34-Cond_Fill_0,285
285:'49',D,'49','49'@1;'49',D,'49','49'@1:49_cluster_WAC1438rc4d|f4aa9d|6399-6448|6578|49_cluster_WAC1438rc4d-2522-Item69-PCP-Item70-Cond_Fill_0,284
284:'49',D,'49','49'@1;'49',D,'49','49'@1:280,283
283:'49',D,'49','49'@1;'49',D,'49','49'@1:49_cluster_WAC1438rc4d|d6be1d|2120-2169|6453|49_cluster_WAC1438rc4d-2521-Item42-PCP-Item43-Cond_Fill_0,49_cluster_WAC1438rc4d|da5867|2104-2154|6484|49_cluster_WAC1438rc4d-2520-Item9-PCP-Item10-Cond_Fill_0
280:'49',D,'49','49'@1;'49',D,'49','49'@1:276,279
279:'49',D,'49','49'@1;'49',D,'49','49'@1:49_cluster_WAC1438rc4d|d6be1d|1038-1088|6447|49_cluster_WAC1438rc4d-2521-Item39-PCP-Item40-Cond_Fill_0,49_cluster_WAC1438rc4d|f4aa9d|4259-4308|6566|49_cluster_WAC1438rc4d-2522-Item63-PCP-Item64-Cond_Fill_0
276:'49',D,'49','49'@1;'49',D,'49','49'@1:49_cluster_WAC1438rc4d|da5867|9609-9659|6526|49_cluster_WAC1438rc4d-2520-Item30-PCP-Item31-Cond_Fill_0,49_cluster_WAC1438rc4d|da5867|4236-4286|6496|49_cluster_WAC1438rc4d-2520-Item15-PCP-Item16-Cond_Fill_0
270:'49',T,'68','49'@0.69;'68',D,'68','68'@1:68_cluster_HdaliensisNBRC106472.cluster001|4de7cc|3078-3125|9351|68_cluster_HdaliensisNBRC106472.cluster001-3548-Item51-PCP-Item52-Cond_Fill_0,269
269:'68',D,'68','68'@1;'68',D,'68','68'@1:265,268
268:'68',D,'68','68'@1;'68',D,'68','68'@1:68_cluster_HdaliensisNBRC106472.cluster001|55deb0|10281-10326|9326|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item39-PCP-Item40-Cond_Fill_0,68_cluster_HdaliensisNBRC106472.cluster001|4de7cc|5115-5159|9363|68_cluster_HdaliensisNBRC106472.cluster001-3548-Item57-PCP-Item58-Cond_Fill_0
265:'68',D,'68','68'@1;'68',D,'68','68'@1:68_cluster_HdaliensisNBRC106472.cluster001|55deb0|6200-6232|9302|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item27-PCP-Item28-Cond_Fill_0,68_cluster_HdaliensisNBRC106472.cluster001|55deb0|4117-4164|9290|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item21-PCP-Item22-Cond_Fill_0
259:'67',T,'67','49'@0.038;'67',T,'69','67'@0.65:69_cluster_MchersinaDSM44151|89c115|7427-7472|9545|69_cluster_MchersinaDSM44151-3597-Item49-PCP-Item50-Cond_Fill_0,258
258:'67',T,'69','67'@0.65;'67',D,'67','67'@1:67_cluster_STLI053.cluster001|4e2fef|3242-3289|9092|67_cluster_STLI053.cluster001-3497-Item21-PCP-Item22-Cond_Fill_0,67_cluster_STLI053.cluster001|e171e6|1048-1097|9121|67_cluster_STLI053.cluster001-3498-Item35-PCP-Item36-Cond_Fill_0
253:'67',D,'67','67'@0.078;'67',D,'67','67'@0.67:247,252
252:'67',D,'67','67'@0.67;'67',D,'67','67'@1:67_cluster_STLI053.cluster001|e171e6|5297-5344|9145|67_cluster_STLI053.cluster001-3498-Item47-PCP-Item48-Cond_Fill_0,251
251:'67',D,'67','67'@1;'67',D,'67','67'@1:67_cluster_STLI053.cluster001|4e2fef|1070-1118|9080|67_cluster_STLI053.cluster001-3497-Item15-PCP-Item16-Cond_Fill_0,67_cluster_STLI053.cluster001|3a97f0|1032-1080|9067|67_cluster_STLI053.cluster001-3496-Item9-PCP-Item10-Cond_Fill_0
247:'67',D,'67','67'@0.67;'67',D,'67','67'@0.44:241,246
246:'67',D,'67','67'@0.44;'67',D,'67','67'@0.22:67_cluster_STLI053.cluster001|4e2fef|2166-2215|9086|67_cluster_STLI053.cluster001-3497-Item18-PCP-Item19-Cond_Fill_0,245
245:'67',D,'67','67'@0.22;'67',T,'69','67'@0.22:69_cluster_MchersinaDSM44151|89c115|1050-1095|9509|69_cluster_MchersinaDSM44151-3597-Item31-PCP-Item32-Cond_Fill_0,67_cluster_STLI053.cluster001|e171e6|3173-3220|9133|67_cluster_STLI053.cluster001-3498-Item41-PCP-Item42-Cond_Fill_0
241:'67',D,'67','67'@0.44;'67',D,'67','67'@1:67_cluster_STLI053.cluster001|4e2fef|5356-5403|9104|67_cluster_STLI053.cluster001-3497-Item27-PCP-Item28-Cond_Fill_0,67_cluster_STLI053.cluster001|e171e6|7431-7478|9157|67_cluster_STLI053.cluster001-3498-Item53-PCP-Item54-Cond_Fill_0
237:43,T,43,'67'@0.31;43,T,49,43@1:223,236
236:43,T,49,43@1;43,S,'62',41@1:62_cluster_SspCNQ329.cluster001|288edd|1809-1837|8360|62_cluster_SspCNQ329.cluster001-3213-Item7-PCP-Item8-Cond_Fill_0,235
235:43,S,'62',41@1;41,S,40,37@1:227,234
234:41,S,40,37@1;37,S,35,'63'@0.5:65_cluster_SspCNT371.cluster001|e00a01|1803-1831|8756|65_cluster_SspCNT371.cluster001-3381-Item7-PCP-Item8-Cond_Fill_0,233
233:37,S,35,'63'@0.5;'63',T,'63',33@0.5:63_cluster_SspCNQ525.cluster001|47a90b|1799-1827|8455|63_cluster_SspCNQ525.cluster001-3269-Item7-PCP-Item8-Cond_Fill_0,232
232:'63',T,'63',33@0.5;33,S,'64','66'@1:64_cluster_SspCNQ865.cluster001|1efe89|1803-1831|8659|64_cluster_SspCNQ865.cluster001-3325-Item7-PCP-Item8-Cond_Fill_0,66_cluster_SspCNY243.cluster001|26108b|1749-1777|8915|66_cluster_SspCNY243.cluster001-3435-Item7-PCP-Item8-Cond_Fill_0
65_cluster_SspCNT371.cluster001|e00a01|1803-1831|8756|65_cluster_SspCNT371.cluster001-3381-Item7-PCP-Item8-Cond_Fill_0:37,S,35,'63'@0.5;35,SL,33,'65'@0.5
227:41,S,40,37@1;40,S,'58','33'@1:58_cluster_WAC06738cluster004|1bd006|1668-1698|7832|58_cluster_WAC06738cluster004-3020-Item5-PCP-Item6-Cond_Fill_0,33_cluster_SspCNQ509|c57782|1663-1693|4368|33_cluster_SspCNQ509-1691-Item7-PCP-Item8-Cond_Fill_0
223:43,T,49,43@1;49,S,'71','01'@1:151,222
222:49,S,'71','01'@1;'01',T,'01',58@0.5:214,221
221:'01',T,'01',58@0.5;58,T,'13',58@0.25:217,220
220:58,T,'13',58@0.25;58,S,'12','56'@1:12_cluster_ArifDSM43936-3|b905de|813-841|1589|12_cluster_ArifDSM43936-1-659-Item2-PCP-Item3-Cond_Fill_0,56_cluster_WAC06369|3856d8|789-817|7522|56_cluster_WAC06369-2950-Item6-PCP-Item7-Cond_Fill_0
217:58,T,'13',58@0.25;'13',T,'42','13'@0.5:42_cluster_WAC00631|27de41|1045-1082|5431|42_cluster_WAC00631-2040-Item3-PCP-Item4-Cond_Fill_0,13_cluster_AspOK074cluster1|4c3536|694-734|1777|13_cluster_AspOK074cluster1-687-Item8-PCP-Item9-Cond_Fill_0
214:'01',T,'01',58@0.5;'01',T,'01',84@0.5:01_cluster_A40926|3799f5|571-600|104|01_cluster_A40926-14-Item12-PCP-Item11-Cond_Fill_0,213
213:'01',T,'01',84@0.5;84,T,'28',84@0.5:28_cluster_NcoxDSM45129|12d4f1|566-595|3699|28_cluster_NcoxDSM45129-1493-Item5-PCP-Item6-Cond_Fill_0,212
212:84,T,'28',84@0.5;84,S,'03','04'@1:190,211
211:84,S,'03','04'@1;'04',T,'04','02'@0.062:193,210
210:'04',T,'04','02'@0.062;'02',T,'02','07'@0.016:200,209
209:'02',T,'02','07'@0.016;'07',T,'07','29'@0.062:203,208
208:'07',T,'07','29'@0.062;'29',T,'39','29'@0.25:39_cluster_UK68597|94efaf|568-597|5088|39_cluster_UK68597-1909-Item2-PCP-Item3-Cond_Fill_0,207
207:'29',T,'39','29'@0.25;'29',T,'29','47'@0.5:29_cluster_pekiskomycin|48a09c|591-619|3805|29_cluster_pekiskomycin-1526-Item2-PCP-Item3-Cond_Fill_0,47_cluster_WAC1420|6cb684|584-612|6259|47_cluster_WAC1420-2415-Item2-PCP-Item3-Cond_Fill_0
203:'07',T,'07','29'@0.062;'07',T,'07','10'@0.5:07_cluster_AkerFH1893nogabecin|0ae4e5|571-599|874|07_cluster_AkerFH1893nogabecin-338-Item2-PCP-Item3-Cond_Fill_0,10_cluster_ArectNRRLB16090|91b351|562-590|1354|10_cluster_ArectNRRLB16090-519-Item2-PCP-Item3-Cond_Fill_0
200:'02',T,'02','07'@0.016;'02',T,'48','02'@0.12:48_cluster_WAC1424cluster109|3b5f08|556-585|6354|48_cluster_WAC1424cluster109-2485-Item29-PCP-Item28-Cond_Fill_0,199
199:'02',T,'48','02'@0.12;'02',T,'60','02'@0.25:60_cluster_AsubtropicusNRRLB24665|9b0aff|569-597|8048|60_cluster_AsubtropicusNRRLB24665-3098-Item2-PCP-Item3-Cond_Fill_0,198
198:'02',T,'60','02'@0.25;'02',T,'02','68'@0.5:02_cluster_A47934|96a3b7|567-597|214|02_cluster_A47934-63-Item5-PCP-Item6-Cond_Fill_0,68_cluster_HdaliensisNBRC106472.cluster001|4de7cc|6137-6149|9369|68_cluster_HdaliensisNBRC106472.cluster001-3548-Item60-PCP-Item61-Cond_Fill_0
193:'04',T,'04','02'@0.062;'04',T,'04','71'@1:04_cluster_AazureaDSM43854|eaed41|563-592|470|04_cluster_AazureaDSM43854-157-Item2-PCP-Item3-Cond_Fill_0,71_cluster_Kistamicin|8e9844|1014-1048|9796|71_cluster_Kistamicin-3712-Item13-PCP-Item14-Cond_Fill_0
190:84,S,'03','04'@1;'03',T,'03',76@0.25:170,189
189:'03',T,'03',76@0.25;76,T,76,65@0.25:181,188
188:76,T,76,65@0.25;65,S,63,'53'@1:184,187
187:65,S,63,'53'@1;'53',T,'06','53'@1:06_cluster_Ajap-Ristocetin|fe5f01|565-595|752|06_cluster_Ajap-Ristocetin-284-Item2-PCP-Item3-Cond_Fill_0,53_cluster_WAC4197cluster073|c876dd|564-593|7160|53_cluster_WAC4197cluster073-2787-Item2-PCP-Item3-Cond_Fill_0
184:65,S,63,'53'@1;63,S,'25','27'@1:25_cluster_JPLW01000007|106ba6|562-591|3275|25_cluster_JPLW01000007-1281-Item2-PCP-Item3-Cond_Fill_0,27_cluster_KF882511-Ristocetin|106ba6|562-591|3579|27_cluster_KF882511-Ristocetin-1414-Item2-PCP-Item3-Cond_Fill_0
181:76,T,76,65@0.25;76,T,76,88@0.5:175,180
180:76,T,76,88@0.5;88,S,'44','46'@1:44_cluster_WAC1375|b413c5|569-597|5728|44_cluster_WAC1375-2127-Item2-PCP-Item3-Cond_Fill_0,179
179:88,S,'44','46'@1;'46',T,'46','45'@1:46_cluster_WAC1416cluster068|92ab0d|571-599|6068|46_cluster_WAC1416cluster068-2304-Item2-PCP-Item3-Cond_Fill_0,45_cluster_WAC1376cluster143|ff21dc|551-579|5924|45_cluster_WAC1376cluster143-2263-Item30-PCP-Item29-Cond_Fill_0
175:76,T,76,88@0.5;76,S,'52','08'@1:52_cluster_WAC4182cluster089|7af037|564-593|7046|52_cluster_WAC4182cluster089-2743-Item32-PCP-Item31-Cond_Fill_0,174
174:76,S,'52','08'@1;'08',T,'08','55'@1:08_cluster_AlurRistocetin|f97b18|562-591|1072|08_cluster_AlurRistocetin-431-Item31-PCP-Item30-Cond_Fill_0,55_cluster_WAC05977|c79709|563-590|7411|55_cluster_WAC05977-2902-Item2-PCP-Item3-Cond_Fill_0
170:'03',T,'03',76@0.25;'03',T,'03',96@0.5:164,169
169:'03',T,'03',96@0.5;96,T,'11',96@0.5:11_cluster_AregGY080|d0f836|571-600|1460|11_cluster_AregGY080-601-Item2-PCP-Item3-Cond_Fill_0,168
168:96,T,'11',96@0.5;96,S,'05','14'@1:05_cluster_AbalhimycinaFH1894|8cd520|570-599|607|05_cluster_AbalhimycinaFH1894-230-Item2-PCP-Item3-Cond_Fill_0,14_cluster_Balhimycin|c600a7|570-599|1877|14_cluster_Balhimycin-708-Item2-PCP-Item3-Cond_Fill_0
164:'03',T,'03',96@0.5;'03',T,100,'03'@1:156,163
163:'03',T,100,'03'@1;'03',T,'03',70@0.5:03_cluster_AalbaDSM44262|b89e0c|569-597|346|03_cluster_AalbaDSM44262-95-Item2-PCP-Item3-Cond_Fill_0,162
162:'03',T,'03',70@0.5;70,T,'09',70@0.5:09_cluster_AOHO0100074|5a50ae|570-598|1206|09_cluster_AOHO0100074-461-Item2-PCP-Item3-Cond_Fill_0,161
161:70,T,'09',70@0.5;70,S,'51','40'@1:51_cluster_WAC4169cluster051|ba280c|573-601|6817|51_cluster_WAC4169cluster051-2640-Item31-PCP-Item30-Cond_Fill_0,40_cluster_Vancomycin|b91546|571-599|5197|40_cluster_Vancomycin-1955-Item2-PCP-Item3-Cond_Fill_0
156:'03',T,100,'03'@1;100,S,'18','26'@1:18_cluster_Chloroeremomycin-1|4e2bb9|568-596|2377|18_cluster_Chloroeremomycin-1-960-Item2-PCP-Item3-Cond_Fill_0,26_cluster_KaridNRRLB16535chlor|4e2bb9|568-596|3437|26_cluster_KaridNRRLB16535chlor-1354-Item2-PCP-Item3-Cond_Fill_0
151:49,S,'71','01'@1;'71',T,'71',40@0.67:139,150
150:'71',T,'71',40@0.67;40,T,40,'62'@0.33:142,149
149:40,T,40,'62'@0.33;'62',T,'62',35@0.67:62_cluster_SspCNQ329.cluster001|288edd|754-786|8354|62_cluster_SspCNQ329.cluster001-3213-Item4-PCP-Item5-Cond_Fill_0,148
148:'62',T,'62',35@0.67;35,S,'65',33@1:65_cluster_SspCNT371.cluster001|e00a01|754-785|8750|65_cluster_SspCNT371.cluster001-3381-Item4-PCP-Item5-Cond_Fill_0,147
147:35,S,'65',33@1;33,S,'64','66'@1:64_cluster_SspCNQ865.cluster001|1efe89|754-786|8653|64_cluster_SspCNQ865.cluster001-3325-Item4-PCP-Item5-Cond_Fill_0,66_cluster_SspCNY243.cluster001|26108b|700-732|8909|66_cluster_SspCNY243.cluster001-3435-Item4-PCP-Item5-Cond_Fill_0
142:40,T,40,'62'@0.33;40,S,'33','58'@1:33_cluster_SspCNQ509|c57782|610-641|4362|33_cluster_SspCNQ509-1691-Item4-PCP-Item5-Cond_Fill_0,58_cluster_WAC06738cluster004|1bd006|618-649|7826|58_cluster_WAC06738cluster004-3020-Item2-PCP-Item3-Cond_Fill_0
139:'71',T,'71',40@0.67;'71',T,'71',4@1:133,138
138:'71',T,'71',4@1;4,S,'61',2@1:61_cluster_FNTE|5a217a|560-591|8230|61_cluster_FNTE-3135-Item2-PCP-Item3-Cond_Fill_0,137
137:4,S,'61',2@1;2,S,'43','54'@1:43_cluster_WAC01325|536b71|560-591|5605|43_cluster_WAC01325-2078-Item2-PCP-Item3-Cond_Fill_0,54_cluster_WAC05379-1|edff73|565-596|7236|54_cluster_WAC05379-1-2847-Item2-PCP-Item3-Cond_Fill_0
133:'71',T,'71',4@1;'71',T,'63','71'@1:63_cluster_SspCNQ525.cluster001|47a90b|754-786|8449|63_cluster_SspCNQ525.cluster001-3269-Item4-PCP-Item5-Cond_Fill_0,132
132:'71',T,'63','71'@1;'71',T,'68','71'@1:68_cluster_HdaliensisNBRC106472.cluster001|4de7cc|2024-2036|9345|68_cluster_HdaliensisNBRC106472.cluster001-3548-Item48-PCP-Item49-Cond_Fill_0,71_cluster_Kistamicin|492fcd|161-187|9838|71_cluster_Kistamicin-3710-Item1-PCP-Item2-Cond_Fill_0
69_cluster_MchersinaDSM44151|60540f|5924-5936|9496|69_cluster_MchersinaDSM44151-3596-Item25-PCP-Item26-Cond_Fill_0:44,S,30,43@0.5;30,TL,30,'69'@0.5
127:46,S,'67',44@1;'67',T,21,'67'@0.2:107,126
126:'67',T,21,'67'@0.2;'67',D,'67','67'@0.13:114,125
125:'67',D,'67','67'@0.13;'67',D,'67','67'@0.47:119,124
124:'67',D,'67','67'@0.47;'67',D,'67','67'@1:67_cluster_STLI053.cluster001|4e2fef|6029-6040|9108|67_cluster_STLI053.cluster001-3497-Item29-PCP-Item30-Cond_Fill_0,123
123:'67',D,'67','67'@1;'67',D,'67','67'@1:67_cluster_STLI053.cluster001|e171e6|2115-2130|9127|67_cluster_STLI053.cluster001-3498-Item38-PCP-Item39-Cond_Fill_0,67_cluster_STLI053.cluster001|e171e6|6382-6395|9151|67_cluster_STLI053.cluster001-3498-Item50-PCP-Item51-Cond_Fill_0
119:'67',D,'67','67'@0.47;'67',T,'67','69'@0.47:67_cluster_STLI053.cluster001|e171e6|4236-4247|9139|67_cluster_STLI053.cluster001-3498-Item44-PCP-Item45-Cond_Fill_0,118
118:'67',T,'67','69'@0.47;'69',D,'69','69'@1:69_cluster_MchersinaDSM44151|89c115|2118-2129|9515|69_cluster_MchersinaDSM44151-3597-Item34-PCP-Item35-Cond_Fill_0,69_cluster_MchersinaDSM44151|89c115|4233-4244|9527|69_cluster_MchersinaDSM44151-3597-Item40-PCP-Item41-Cond_Fill_0
114:'67',D,'67','67'@0.13;'67',T,'69','67'@0.2:69_cluster_MchersinaDSM44151|89c115|6364-6377|9539|69_cluster_MchersinaDSM44151-3597-Item46-PCP-Item47-Cond_Fill_0,113
113:'67',T,'69','67'@0.2;'67',T,'49','67'@0.33:49_cluster_WAC1438rc4d|da5867|7508-7521|6514|49_cluster_WAC1438rc4d-2520-Item24-PCP-Item25-Cond_Fill_0,112
112:'67',T,'49','67'@0.33;'67',T,'69','67'@0.6:69_cluster_MchersinaDSM44151|60540f|4298-4310|9486|69_cluster_MchersinaDSM44151-3596-Item20-PCP-Item21-Cond_Fill_0,67_cluster_STLI053.cluster001|4e2fef|4306-4318|9098|67_cluster_STLI053.cluster001-3497-Item24-PCP-Item25-Cond_Fill_0
107:'67',T,21,'67'@0.2;21,T,21,58@0.2:83,106
106:21,T,21,58@0.2;58,D,58,58@1:102,105
105:58,D,58,58@1;58,S,'12','56'@1:12_cluster_ArifDSM43936-2|ff535b|3081-3095|1578|12_cluster_ArifDSM43936-1-658-Item19-PCP-Item20-Cond_Fill_0,56_cluster_WAC06369|6e6f2f|3081-3095|7611|56_cluster_WAC06369-2953-Item49-PCP-Item50-Cond_Fill_0
102:58,D,58,58@1;58,D,58,58@1:98,101
101:58,D,58,58@1;58,S,'12','56'@1:12_cluster_ArifDSM43936-2|ff535b|1011-1024|1566|12_cluster_ArifDSM43936-1-658-Item13-PCP-Item14-Cond_Fill_0,56_cluster_WAC06369|6e6f2f|1011-1024|7599|56_cluster_WAC06369-2953-Item43-PCP-Item44-Cond_Fill_0
98:58,D,58,58@1;58,D,58,58@1:94,97
97:58,D,58,58@1;58,S,'12','56'@1:12_cluster_ArifDSM43936-4|04fca8|1186-1199|1646|12_cluster_ArifDSM43936-1-661-Item4-PCP-Item5-Cond_Fill_0,56_cluster_WAC06369|6e6f2f|6235-6248|7629|56_cluster_WAC06369-2953-Item58-PCP-Item59-Cond_Fill_0
94:58,D,58,58@1;58,D,58,58@1:86,93
93:58,D,58,58@1;58,D,58,58@1:89,92
92:58,D,58,58@1;58,S,'12','56'@1:12_cluster_ArifDSM43936-4|04fca8|112-125|1640|12_cluster_ArifDSM43936-1-661-Item1-PCP-Item2-Cond_Fill_0,56_cluster_WAC06369|6e6f2f|7273-7286|7635|56_cluster_WAC06369-2953-Item61-PCP-Item62-Cond_Fill_0
89:58,D,58,58@1;58,S,'12','56'@1:12_cluster_ArifDSM43936-4|04fca8|3263-3276|1658|12_cluster_ArifDSM43936-1-661-Item10-PCP-Item11-Cond_Fill_0,56_cluster_WAC06369|6e6f2f|5161-5174|7623|56_cluster_WAC06369-2953-Item55-PCP-Item56-Cond_Fill_0
86:58,D,58,58@1;58,S,'12','56'@1:12_cluster_ArifDSM43936-4|04fca8|2224-2237|1652|12_cluster_ArifDSM43936-1-661-Item7-PCP-Item8-Cond_Fill_0,56_cluster_WAC06369|6e6f2f|8312-8325|7641|56_cluster_WAC06369-2953-Item64-PCP-Item65-Cond_Fill_0
83:21,T,21,58@0.2;21,S,20,17@0.4:47,82
82:21,S,20,17@0.4;17,S,'50','35'@0.33:68,81
81:17,S,'50','35'@0.33;'35',T,'70','35'@0.28:70_cluster_TLI55.cluster001|412004|7289-7301|9724|70_cluster_TLI55.cluster001-3659-Item31-PCP-Item32-Cond_Fill_0,80
80:'35',T,'70','35'@0.28;'35',T,'70','35'@0.23:70_cluster_TLI55.cluster001|412004|4165-4178|9706|70_cluster_TLI55.cluster001-3659-Item22-PCP-Item23-Cond_Fill_0,79
79:'35',T,'70','35'@0.23;'35',T,'70','35'@0.12:73,78
78:'35',T,'70','35'@0.12;'35',T,'70','35'@0.075:70_cluster_TLI55.cluster001|412004|3118-3131|9700|70_cluster_TLI55.cluster001-3659-Item19-PCP-Item20-Cond_Fill_0,77
77:'35',T,'70','35'@0.075;'35',T,'70','35'@0.025:70_cluster_TLI55.cluster001|412004|1036-1049|9688|70_cluster_TLI55.cluster001-3659-Item13-PCP-Item14-Cond_Fill_0,70_cluster_TLI55.cluster001|412004|2079-2093|9694|70_cluster_TLI55.cluster001-3659-Item16-PCP-Item17-Cond_Fill_0
70_cluster_TLI55.cluster001|412004|2079-2093|9694|70_cluster_TLI55.cluster001-3659-Item16-PCP-Item17-Cond_Fill_0:'35',T,'70','35'@0.025;'35',TL,'35','70'@0.025
73:'35',T,'70','35'@0.12;'70',D,'70','70'@0.95:70_cluster_TLI55.cluster001|412004|5202-5215|9712|70_cluster_TLI55.cluster001-3659-Item25-PCP-Item26-Cond_Fill_0,70_cluster_TLI55.cluster001|412004|6242-6255|9718|70_cluster_TLI55.cluster001-3659-Item28-PCP-Item29-Cond_Fill_0
68:17,S,'50','35'@0.33;'50',T,'49','50'@0.47:49_cluster_WAC1438rc4d|f4aa9d|2152-2164|6554|49_cluster_WAC1438rc4d-2522-Item57-PCP-Item58-Cond_Fill_0,67
67:'50',T,'49','50'@0.47;'50',T,'50','49'@0.6:55,66
66:'50',T,'50','49'@0.6;'49',D,'49','49'@1:62,65
65:'49',D,'49','49'@1;'49',D,'49','49'@1:49_cluster_WAC1438rc4d|da5867|1044-1059|6478|49_cluster_WAC1438rc4d-2520-Item6-PCP-Item7-Cond_Fill_0,49_cluster_WAC1438rc4d|da5867|6427-6440|6508|49_cluster_WAC1438rc4d-2520-Item21-PCP-Item22-Cond_Fill_0
62:'49',D,'49','49'@1;'49',D,'49','49'@1:49_cluster_WAC1438rc4d|f4aa9d|3208-3222|6560|49_cluster_WAC1438rc4d-2522-Item60-PCP-Item61-Cond_Fill_0,61
61:'49',D,'49','49'@1;'49',D,'49','49'@1:49_cluster_WAC1438rc4d|f4aa9d|5336-5350|6572|49_cluster_WAC1438rc4d-2522-Item66-PCP-Item67-Cond_Fill_0,60
60:'49',D,'49','49'@1;'49',D,'49','49'@1:49_cluster_WAC1438rc4d|d6be1d|3195-3209|6459|49_cluster_WAC1438rc4d-2521-Item45-PCP-Item46-Cond_Fill_0,49_cluster_WAC1438rc4d|da5867|8562-8576|6520|49_cluster_WAC1438rc4d-2520-Item27-PCP-Item28-Cond_Fill_0
55:'50',T,'50','49'@0.6;'50',T,'49','50'@0.7:49_cluster_WAC1438rc4d|da5867|5343-5355|6502|49_cluster_WAC1438rc4d-2520-Item18-PCP-Item19-Cond_Fill_0,54
54:'50',T,'49','50'@0.7;'50',D,'50','50'@0.4:50_cluster_WAC01529|abd45d|2140-2157|6659|50_cluster_WAC01529-2565-Item8-PCP-Item9-Cond_Fill_0,53
53:'50',D,'50','50'@0.4;'50',T,'13','50'@0.4:13_cluster_AspOK074cluster1|480669|510-525|1770|13_cluster_AspOK074cluster1-686-Item5-PCP-Item6-Cond_Fill_0,50_cluster_WAC01529|abd45d|1073-1093|6653|50_cluster_WAC01529-2565-Item5-PCP-Item6-Cond_Fill_0
47:21,S,20,17@0.4;20,S,'32','31'@1:32_cluster_Ssilaceus-1|7cf6a6|1002-1017|4192|32_cluster_Ssilaceus-1-1651-Item6-PCP-Item7-Cond_Fill_0,46
46:20,S,'32','31'@1;'31',D,'31','31'@0.6:31_cluster_SluteocolorNRBC13826|ba0325|1002-1017|4077|31_cluster_SluteocolorNRBC13826-1608-Item6-PCP-Item7-Cond_Fill_0,45
